District,party,white,black,latino,asian,native,other,college,college.rank,white.college,white.college.rank,income.med,income.rank,pop,white.raw,black.raw,hisp.raw,asian.raw,native.raw,other.raw,pop.vap,white.vap,black.vap,hisp.vap,asian.vap,native.vap,other.vap
Alabama 1st,Republican,68.48500236,25.63456007,2.501027235,1.340832797,1.070650531,0.967927,23.9,308,27.3,306,44535,358,682423,449539,187508,19086,9296,7644,9350,515948,353347,132261,12904,6918,5524,4994
Alabama 2nd,Republican,66.53220793,27.84194692,3.043395934,1.158869782,0.453487416,0.970092017,21.4,349,24.4,353,42395,381,686078,438782,201723,24648,7900,3072,9953,522837,347855,145568,15912,6059,2371,5072
Alabama 3rd,Republican,71.45856297,23.92598776,2.250893538,1.144645173,0.325704276,0.894206284,20.8,356,22.6,381,42171,387,680857,473473,170355,17932,7923,2117,9057,523481,374072,125248,11783,5992,1705,4681
Alabama 4th,Republican,86.87785584,6.54485579,4.333107521,0.454631813,0.742686838,1.046862196,16.1,415,16.9,429,39608,406,681487,578453,46163,38837,3200,5218,9616,521081,452704,34104,22579,2369,3870,5455
Alabama 5th,Republican,76.12138893,16.27268539,3.920631492,1.602243638,0.693585481,1.389465071,31.3,161,32.7,216,51531,253,683019,506307,114887,32572,11051,4753,13449,523079,398175,85119,20508,8381,3628,7268
Alabama 6th,Republican,80.76647239,12.52587932,4.105508356,1.556528547,0.272566474,0.773044915,35.3,115,37,158,61524,144,682422,537110,91612,33409,10985,1830,7476,517305,417809,64797,21238,8052,1410,3999
Alabama 7th,Democratic,35.67957734,60.20120486,2.561761526,0.739572072,0.199027402,0.618856796,19.5,384,29.1,272,33928,431,683450,220738,432189,19118,4558,1273,5574,523546,186799,315181,13412,3872,1042,3240
Alaska At-Large,Republican,68.3612353,3.077333067,4.656932291,6.165402578,13.23918495,4.499911808,29.7,200,36.6,164,73355,68,708570,454831,21862,39038,44357,102124,46358,521588,356564,16051,24290,32158,69054,23471
Arizona 1st,Democratic,56.24218614,2.127667722,18.05348941,1.757580283,20.52080282,1.298273627,23.2,318,33.2,207,48892,301,710224,361485,14687,147846,11190,162087,12929,522309,293758,11113,94295,9180,107182,6781
Arizona 2nd,Republican,69.24525125,3.473162658,21.74268968,2.988972722,0.877560672,1.672363019,33,141,38.8,141,48095,311,710224,457249,25861,183537,20664,6472,16441,558252,386563,19389,121379,16686,4899,9336
Arizona 3rd,Democratic,34.55699025,3.905830921,55.17104208,2.093248926,3.074277288,1.198610528,15.6,418,25.9,326,42953,373,710224,206608,27375,430398,12954,22441,10448,497743,172005,19441,274610,10419,15302,5966
Arizona 4th,Republican,79.73446349,1.459965527,14.52183118,1.197376627,1.823563984,1.262799187,18.6,397,20.1,411,46467,340,710224,538609,11065,127216,8356,12667,12311,556383,443629,8123,80797,6662,10146,7026
Arizona 5th,Republican,76.81886681,2.75683653,13.9656843,4.354674886,0.79677469,1.307162784,35.1,117,36.1,171,69784,87,710224,518678,20369,118907,31210,6041,15019,512943,394037,14141,71636,22337,4087,6705
Arizona 6th,Republican,79.17554736,2.254523292,12.27194207,3.594290392,1.384305791,1.3193911,42,59,45.4,85,63495,124,710224,534954,16932,107938,25771,11141,13488,554574,439087,12503,68057,19933,7677,7317
Arizona 7th,Democratic,26.68712368,8.991319119,58.1597965,2.777713381,2.053147478,1.330899848,13.8,427,27.1,309,35243,427,710224,148948,61376,457064,17438,13930,11468,474491,126628,42663,275963,13180,9742,6315
Arizona 8th,Republican,76.10745634,3.569764625,15.10948769,3.228722116,0.674444175,1.310125049,27.7,232,29,276,60858,153,710225,509305,27059,131226,23104,5003,14528,536590,408385,19155,81076,17325,3619,7030
Arizona 9th,Democratic,64.36081773,4.678944477,22.44605416,4.510494472,2.283534467,1.720154697,36.9,100,43.6,96,51435,254,710224,419811,34377,191017,30781,17644,16594,549718,353803,25721,123390,24795,12553,9456
Arkansas 1st,Republican,79.54352712,16.38883012,2.252528376,0.534154999,0.403419026,0.877540355,15.4,420,17.1,428,36882,421,728765,561127,131685,20302,3816,2841,8994,553023,439894,90634,12457,2954,2231,4853
Arkansas 2nd,Republican,73.40234714,19.55712425,4.030823198,1.440005491,0.431170736,1.138529179,29,214,31.2,240,47118,327,729192,512941,155352,35048,10421,3117,12313,553609,406362,108270,22315,7972,2387,6303
Arkansas 3rd,Republican,81.8476855,2.41071445,9.973486938,2.878429216,1.257202531,1.632481361,26.5,253,28.3,293,46740,336,728959,569478,18752,92851,22190,9591,16097,541997,443612,13066,54056,15601,6814,8848
Arkansas 4th,Republican,75.39194767,18.33652985,4.006016401,0.617832584,0.619631747,1.028041755,15.9,416,17.5,427,37728,418,729002,529923,141313,37849,4729,4634,10554,555814,419039,101917,22266,3434,3444,5714
California 10th,Republican,51.82481461,3.293597002,34.84769955,6.867674029,0.601227972,2.564986843,17.9,403,22.5,385,56368,194,704763,327195,22872,282246,46451,3772,22227,501640,259974,16522,174810,34451,3016,12867
California 11th,Democratic,52.29908931,8.834426452,22.11670824,13.67140859,0.264323089,2.81404433,43,52,55.9,31,79622,46,703454,340992,62761,180136,90522,1750,27293,536843,280764,47427,118732,73394,1419,15107
California 12th,Democratic,46.282901,5.600679877,13.51824808,31.49444263,0.245348233,2.858380181,56.6,9,75.2,3,93122,19,704634,309837,41248,103420,223176,1649,25304,614229,284283,34401,83033,193448,1507,17557
California 13th,Democratic,37.37507474,18.96052219,17.96307765,22.05126562,0.297720737,3.352339056,47.5,29,70.8,6,66046,108,702076,240266,134641,146220,148205,2015,30729,561936,210024,106546,100941,123914,1673,18838
California 14th,Democratic,39.3485149,3.432291723,21.99611248,32.38999505,0.168001648,2.6650842,44.9,39,52.9,42,98129,10,702860,259361,22764,171572,221935,1118,26110,553566,217820,19000,121763,179300,930,14753
California 15th,Democratic,41.00775164,6.454118346,21.01471898,28.06029986,0.281168381,3.181942784,43.6,47,47.8,68,100634,9,703021,264503,45726,164646,196110,1912,30124,525308,215417,33904,110392,147403,1477,16715
California 16th,Democratic,30.23511816,6.054877616,52.85437964,8.517393647,0.669050712,1.66918022,12.1,431,21.6,399,39211,410,703467,176602,40783,408115,60491,4226,13250,478738,144747,28987,253034,40776,3203,7991
California 17th,Democratic,29.9507232,2.375375325,15.62836726,49.32427545,0.175074509,2.546184247,55.1,11,50.4,52,111024,3,705190,188718,16705,122990,350699,1365,24713,539199,161494,12808,84268,265956,944,13729
California 18th,Democratic,61.13976148,1.956103082,14.97820295,19.2297821,0.220647837,2.475502551,61.1,3,64.1,14,120089,1,701054,406641,13065,119163,134007,1444,26734,541587,331125,10594,81120,104146,1195,13407
California 19th,Democratic,30.42599344,3.016726347,37.16179542,27.00151325,0.290951355,2.103020179,34.2,130,46.5,76,85536,30,700886,189148,19865,290200,181245,1917,18511,521393,158639,15729,193759,140784,1517,10965
California 1st,Republican,82.11055693,1.342829507,9.923789247,2.314962417,1.755315029,2.552546873,24.2,298,25.6,332,46091,344,704304,556527,9075,84890,17617,13263,22932,555171,455854,7455,55094,12852,9745,14171
California 20th,Democratic,44.88033903,2.240083806,44.37902957,6.012285129,0.381886577,2.106375887,26.1,262,42.5,102,61507,145,704856,276231,13944,356892,37633,2460,17696,525025,235633,11761,233001,31566,2005,11059
California 21st,Republican,23.22958077,5.269613794,65.89761833,3.821947857,0.572774929,1.208464317,9.1,434,18.2,423,37970,415,700644,134972,31296,497434,23677,3702,9563,473659,110029,24960,312130,18103,2713,5724
California 22nd,Republican,47.97722943,2.777816726,39.41302898,7.448106225,0.621343199,1.762475438,23.5,312,31.4,237,53886,223,704840,298022,19708,316151,51311,4125,15523,499241,239522,13868,196766,37184,3102,8799
California 23rd,Republican,55.67974421,5.66455162,30.84711093,4.756968235,0.932606472,2.119018539,20.5,364,24.1,360,59341,163,701673,355329,41191,248938,31516,6304,18395,503535,280367,28523,155326,23953,4696,10670
California 24th,Democratic,62.01688725,1.95505171,28.98676502,4.477110002,0.490344977,2.073841036,33.6,133,44.2,91,63199,127,703683,402081,12497,239822,28931,3282,17070,553080,343003,10813,160320,24762,2712,11470
California 25th,Republican,50.34527978,7.591571387,31.50406464,8.067090901,0.33700901,2.154984286,27,244,32.4,221,75732,62,701281,321359,56375,247883,53335,2151,20178,501767,252616,38092,158077,40478,1691,10813
California 26th,Democratic,50.91855697,1.758235882,38.37388964,6.900970792,0.308063706,1.740283006,32.4,149,43.3,98,77744,51,707145,326988,11594,304625,45590,2001,16347,523593,266606,9206,200923,36133,1613,9112
California 27th,Democratic,31.27694823,4.521936086,24.35565765,37.98229512,0.151178476,1.711984428,41.8,60,54.2,36,71343,78,704160,205453,31301,190005,259948,1052,16401,558942,174820,25275,136134,212299,845,9569
California 28th,Democratic,58.1292184,2.473079499,23.01234822,13.55728442,0.167448091,2.660621361,45.1,37,48.8,61,61405,147,700877,389271,16269,178368,94498,1080,21391,582270,338469,14400,133994,78940,975,15492
California 29th,Democratic,21.73200126,3.960287808,64.13312095,8.522973495,0.21042933,1.441187149,19.7,380,34.1,193,47608,316,701446,128951,25537,482104,52695,1330,10829,512286,111330,20288,328545,43662,1078,7383
California 2nd,Democratic,76.24658726,1.672401939,14.09848549,3.589131914,1.876489833,2.516903566,40.7,70,45.6,82,65414,111,701504,510654,11090,116747,24899,14751,23363,554173,422538,9268,78130,19890,10399,13948
California 30th,Democratic,56.62348755,4.200983905,23.99952109,12.2594964,0.181913378,2.734597673,42.7,54,49.9,56,75853,61,705295,376090,29570,190750,84259,1214,23412,559607,316869,23509,134303,68605,1018,15303
California 31st,Democratic,34.4479737,10.99443744,44.27622863,7.952586551,0.346762222,1.98201146,22.2,337,31.7,232,54453,217,704230,209488,76800,347395,51105,2154,17288,501208,172656,55105,221916,39859,1738,9934
California 32nd,Democratic,21.1537614,2.739067203,57.78406685,16.9036565,0.217285919,1.202162129,20.2,369,28.6,284,61756,141,709057,128699,17992,443630,107252,1396,10088,521893,110400,14295,301571,88219,1134,6274
California 33rd,Democratic,70.08617246,2.781380273,10.34615039,13.74571293,0.162772159,2.877811779,62.4,2,65.9,10,97074,12,697199,476364,19387,78838,94476,1101,27033,568279,398285,15806,58795,78114,925,16354
California 34th,Democratic,10.9025474,5.053872784,60.52440992,22.06163187,0.207637581,1.249900441,24.1,300,55.5,32,38326,412,705324,64935,31020,461664,137158,1362,9185,539883,58861,27285,326761,119107,1121,6748
California 35th,Democratic,19.09562349,7.180576318,64.9649982,7.199958761,0.273416155,1.285427084,14.9,423,24.3,355,56215,197,699719,110455,46303,487449,43584,1692,10236,484975,92609,34824,315064,34918,1326,6234
California 36th,Democratic,51.90463324,3.505736224,39.45874269,3.110227092,0.697698037,1.322962716,19.6,382,28.6,284,46471,338,700371,310748,25061,326871,20622,5052,12017,521859,270869,18295,205919,16231,3641,6904
California 37th,Democratic,27.2387156,24.82206309,34.33432257,10.62958398,0.172062911,2.803251844,37.7,94,65.5,11,51114,262,705221,172925,172513,271274,65280,1174,22055,553286,150708,137337,189967,58812,952,15510
California 38th,Democratic,21.94854614,3.527600531,57.23713896,15.74735904,0.265112271,1.274243055,22.3,334,24.9,344,62697,129,695463,131697,24637,427083,99713,1649,10684,516385,113339,18216,295564,81317,1369,6580
California 39th,Republican,37.35192242,2.359253271,28.5462296,29.7817328,0.192034434,1.768827478,41.1,66,40.6,124,81183,39,696460,239399,15997,224194,199446,1257,16167,530634,198202,12519,151476,158032,1019,9386
California 3rd,Democratic,55.0789397,6.00242657,23.56343841,11.16679142,0.887393076,3.301010817,24.9,285,28.5,289,57401,179,702044,356604,40957,194579,73565,6199,30140,525021,289176,31514,123713,58628,4659,17331
California 40th,Democratic,6.68237104,5.494928128,84.22295751,2.842463678,0.16282662,0.594453026,9.5,433,19.1,419,42497,379,703827,38003,35859,608058,16299,997,4611,478423,31970,26289,402942,13599,779,2844
California 41st,Democratic,30.86497542,9.646885138,50.29862951,6.905896531,0.387229383,1.896384024,17,410,28.3,293,58592,169,701109,182700,66182,392728,41005,2459,16035,490407,151364,47309,246668,33867,1899,9300
California 42nd,Republican,50.76077945,5.33549648,32.10920709,9.313260605,0.430839949,2.050416426,24.1,300,26.3,319,72536,71,709841,330416,36689,256739,62490,2857,20650,502971,255312,26836,161500,46843,2167,10313
California 43rd,Democratic,17.65525941,24.20271936,41.68376441,14.12674575,0.210749372,2.120761697,24,304,40.9,120,50885,265,703742,105987,165892,324296,88512,1349,17706,520049,91816,125866,216776,73466,1096,11029
California 44th,Democratic,8.981109465,18.01249246,64.4750828,7.136583944,0.207865653,1.186865681,13.4,429,29.4,267,49037,299,702899,50147,117907,480731,43546,1254,9314,487334,43768,87781,314209,34779,1013,5784
California 45th,Republican,58.33200105,1.492851729,16.35027188,20.97948528,0.183197377,2.662192688,54.7,12,54,39,93374,18,692013,384853,10010,128724,142173,1217,25036,531667,310132,7937,86929,111541,974,14154
California 46th,Democratic,22.54432584,1.918821966,60.7969638,13.3146872,0.211353674,1.213847528,16.8,414,29.2,270,57583,175,708237,131037,12165,470745,83387,1368,9535,504841,113813,9687,306928,67218,1067,6128
California 47th,Democratic,38.51524616,7.283641446,29.60541002,22.06177251,0.300514927,2.233414934,30.2,185,40.8,122,59744,159,701770,239094,51309,239436,149779,1928,20224,533085,205319,38828,157822,117608,1602,11906
California 48th,Republican,61.48555904,0.975964081,17.01955311,18.145419,0.226276969,2.147227796,44.3,44,51.2,50,83001,34,712874,415230,6680,140691,127786,1515,20972,561701,345365,5482,95599,101923,1271,12061
California 49th,Republican,65.38140476,2.365957981,22.11379351,7.561055789,0.366408605,2.211379351,43.5,48,50.4,52,81611,37,713732,438171,16596,182877,50892,2465,22731,541472,354022,12811,119740,40941,1984,11974
California 4th,Republican,81.01293298,1.218801101,10.4013803,4.034772436,1.027133316,2.304979868,32,155,33.1,208,70582,81,701728,548837,8267,86784,28965,7314,21561,543649,440426,6626,56547,21935,5584,12531
California 50th,Republican,63.31026431,2.312599375,25.74641483,5.500848766,0.94881288,2.181059844,27.7,232,33.1,208,66103,107,700614,410047,16301,210423,36142,6908,20793,520756,329692,12043,134076,28646,4941,11358
California 51st,Democratic,17.59961069,7.431573511,63.86346482,9.09108966,0.470146586,1.544114726,13.6,428,23.3,373,41085,398,702436,101085,47932,480634,57218,3132,12435,503460,88607,37415,321527,45770,2367,7774
California 52nd,Democratic,64.70889363,2.890997205,11.56648598,17.7571227,0.283962707,2.792537774,57.5,8,60.5,20,84479,31,697659,433164,20283,90611,124125,1958,27518,560637,362782,16208,64846,99553,1592,15656
California 53rd,Democratic,48.14593039,7.483665876,27.58214673,13.50550086,0.358728136,2.92402801,36.7,102,45.4,85,66917,100,699221,302484,54751,221120,91477,2356,27033,546096,262923,40868,150625,73753,1959,15968
California 5th,Democratic,57.75985732,6.214902976,21.49194219,11.29135122,0.61911471,2.622831591,30.3,183,37,158,67197,96,706154,373331,45269,181046,77273,4349,24886,547233,316081,34010,117611,61790,3388,14353
California 6th,Democratic,43.69832271,12.14434221,23.34109552,16.42385021,0.644460272,3.747929069,26.6,250,36.6,164,49523,287,702413,272613,88367,189643,113647,4236,33907,520901,227625,63260,121584,85552,3357,19523
California 7th,Democratic,61.4308334,7.034742403,13.63204184,14.06239217,0.535973071,3.304017114,33.4,136,35.3,183,70131,84,698200,400468,51089,112087,99245,3575,31736,521668,320465,36698,71114,73359,2796,17236
California 8th,Republican,55.95114366,7.056718739,30.2837127,3.480359877,1.064517665,2.163547361,17.4,407,20.4,407,46468,339,704301,352877,53306,249040,22288,6914,19876,504172,282090,35578,152682,17547,5367,10908
California 9th,Democratic,42.00022883,8.072334865,32.60508689,14.1624664,0.493794449,2.666088566,19.1,393,23.1,374,57509,178,702985,259204,58406,261012,96447,3180,24736,498183,209238,40215,162433,70555,2460,13282
Colorado 1st,Democratic,62.20429677,8.008938985,24.15253256,3.306890319,0.577116554,1.75022481,46.7,33,61.2,19,60576,154,717603,406873,60035,207066,23415,4076,16138,561585,349330,44977,135637,18571,3241,9829
Colorado 2nd,Democratic,86.71234273,0.714669891,8.075101857,2.794524497,0.362607965,1.340753057,54.6,15,57.1,27,72468,72,720579,608657,5200,70134,20592,2680,13316,568934,493336,4066,45942,15899,2063,7628
Colorado 3rd,Republican,75.45176966,0.702803384,20.68645319,0.736122819,1.243379355,1.179471587,30.2,185,35.8,177,50010,282,718598,516568,4920,172177,5136,9245,10552,549229,414403,3860,113616,4043,6829,6478
Colorado 4th,Republican,77.15778462,1.329485628,18.14005879,1.713108782,0.551529999,1.108032182,34,132,38.5,146,72390,73,717241,529742,8734,151566,12288,3597,11314,522909,403465,6952,94856,8958,2884,5794
Colorado 5th,Republican,77.08857005,5.198346495,12.02610017,2.754977199,0.680866051,2.251140029,34.8,122,38.6,143,58882,166,719812,530955,37995,102871,19021,4759,24211,539460,415862,28043,64876,14862,3673,12144
Colorado 6th,Republican,67.34061903,8.416666027,16.71456858,5.311931605,0.410779656,1.805435108,41.1,66,48.1,65,74430,65,719715,455014,62231,141923,37602,2812,20133,521204,350982,43868,87117,27686,2141,9410
Colorado 7th,Democratic,70.91599323,1.303987295,22.65883842,3.225078017,0.576567839,1.319535192,32.1,153,38.8,141,62330,132,715648,472984,9663,192950,23171,4075,12805,540266,383135,7045,122418,17424,3115,7129
Connecticut 1st,Democratic,68.84851238,12.93826936,12.50601862,4.189507154,0.141358165,1.376334318,36.7,102,41.4,116,69959,85,711905,463950,97473,104464,31262,1058,13698,550375,378925,71209,68830,23058,778,7575
Connecticut 2nd,Democratic,86.03623082,3.663465765,5.653337717,2.857939296,0.378997702,1.410028697,34.9,120,36.9,161,71670,77,712938,600037,25834,48295,20733,2930,15109,559634,481488,20502,31638,15994,2121,7891
Connecticut 3rd,Democratic,72.48319409,11.56392101,10.58120328,3.799226813,0.156305166,1.416149641,35.9,110,38.6,143,63315,126,716978,493119,90043,90729,27822,1127,14138,563641,408545,65179,59640,21414,881,7982
Connecticut 4th,Democratic,66.78766219,10.88623934,16.21781432,4.632089057,0.091212965,1.38498213,48.6,26,59.5,23,89085,24,717177,465506,79783,124345,33266,735,13542,536108,358054,58362,86945,24833,489,7425
Connecticut 5th,Democratic,76.65222062,5.620802304,13.13554677,2.907966762,0.14159803,1.541865513,35.6,112,40.6,124,68810,91,715099,523650,41986,111254,21966,1035,15208,547324,419536,30764,71894,15916,775,8439
Delaware At-Large,Democratic,69.00569081,19.50159571,6.665424196,3.155876672,0.324776175,1.346636443,30.9,170,32.8,215,61255,150,897934,586752,186782,73221,28546,2824,19809,692169,477636,134984,46136,21844,2248,9321
Florida 10th,Democratic,44.1161705,24.96369431,22.97847049,5.406902601,0.227163001,2.307599093,,,,,,,694368,282252,186708,168629,35871,1551,19357,519891,229356,129784,119463,28110,1181,11997
Florida 11th,Republican,84.39165824,5.951761477,7.2916431,1.127909183,0.295508377,0.941519623,,,,,,,692014,563980,46961,60756,8285,2057,9975,574603,484917,34199,41898,6481,1698,5410
Florida 12th,Republican,84.74660582,3.316229519,8.517483198,2.107247584,0.247275375,1.065158503,,,,,,,694735,569187,26134,70632,15567,1641,11574,554847,470214,18400,47259,11692,1372,5910
Florida 13th,Democratic,77.74523314,10.57694827,7.121860738,3.035558653,0.250809104,1.269590095,,,,,,,697259,515948,85309,58531,22253,1685,13533,572547,445128,60558,40776,17380,1436,7269
Florida 14th,Democratic,52.09064263,16.40889846,25.80679783,3.894094832,0.220574085,1.578992169,,,,,,,699039,340252,125058,190290,27136,1469,14834,540408,281502,88675,139462,21044,1192,8533
Florida 15th,Republican,67.26813208,12.31597933,16.0852626,2.573477025,0.310482147,1.446666817,,,,,,,704327,445708,93944,129668,18080,2121,14806,533364,358784,65689,85793,13726,1656,7716
Florida 16th,Republican,78.24608669,6.637864588,12.31676043,1.656629761,0.202058766,0.940599765,,,,,,,698285,512728,54263,107028,12118,1435,10713,555284,434488,36859,68393,9199,1122,5223
Florida 17th,Republican,80.05639998,6.329567423,11.42064097,1.084192044,0.306120639,0.803078942,,,,,,,694462,527934,49044,98462,7898,2357,8767,563830,451382,35688,64393,6113,1726,4528
Florida 18th,Republican,74.23630328,10.50320462,12.18025465,1.796237615,0.179587916,1.104411912,,,,,,,699427,490338,84043,99561,12911,1339,11235,557944,414197,58602,67959,10022,1002,6162
Florida 19th,Republican,77.1516424,5.694782433,14.81283,1.285283808,0.175880942,0.879580416,31,166,35.1,184,53878,224,696429,504100,48193,124310,9386,1291,9149,569135,439097,32411,84305,7315,1001,5006
Florida 1st,Republican,77.56156258,12.50445236,4.544456276,2.666619913,0.765714307,1.957194559,26.8,248,29,276,51094,263,696535,522979,94989,35965,17410,5027,20165,541847,420265,67755,24624,14449,4149,10605
Florida 20th,Democratic,25.17584932,47.53715349,22.56320347,2.646678125,0.164999149,1.912116444,,,,,,,703209,152398,353590,162452,17926,1231,15612,523033,131678,248635,118013,13843,863,10001
Florida 21st,Democratic,66.82040201,11.7346902,17.82452166,2.258051716,0.147903379,1.214431041,,,,,,,689378,429055,93851,137674,16422,1175,11201,554416,370463,65059,98822,12519,820,6733
Florida 22nd,Democratic,67.46206257,11.2387592,16.57888515,2.76960597,0.142915294,1.807771819,,,,,,,693643,443788,89626,124060,19871,1019,15279,562571,379522,63226,93268,15581,804,10170
Florida 23rd,Democratic,51.1328233,11.58318739,31.87501152,3.624481519,0.201861923,1.582634344,,,,,,,695383,340184,86158,228644,25349,1595,13453,542450,277370,62833,172906,19661,1095,8585
Florida 24th,Democratic,13.93317059,45.94880638,36.94634253,1.515094347,0.134700207,1.521885954,,,,,,,697844,89549,337273,248912,9792,1040,11278,530066,73855,243559,195840,8031,714,8067
Florida 25th,Republican,20.02436923,3.580316763,74.85883227,0.989745695,0.137007577,0.409728462,,,,,,,692920,138922,26970,515366,6792,1124,3746,540846,108301,19364,404871,5353,741,2216
Florida 26th,Republican,18.94423705,10.03378487,68.29862729,1.6649092,0.105825296,0.952616299,,,,,,,696241,127112,77216,472680,11026,748,7459,530119,100427,53191,362064,8826,561,5050
Florida 27th,Republican,24.04734264,4.021384626,69.14877736,1.868169117,0.059538341,0.854787919,,,,,,,698036,169539,29143,479637,12576,435,6706,569381,136921,22897,393720,10637,339,4867
Florida 2nd,Republican,79.73203477,12.19678697,4.827379056,1.45724298,0.496791517,1.289764711,,,,,,,691866,541277,86305,37570,10224,3395,13095,549325,437988,67000,26518,8005,2729,7085
Florida 3rd,Republican,72.83243678,14.82868171,7.362034126,3.265958599,0.308701453,1.402187339,,,,,,,693992,487768,111555,56511,21708,2126,14324,544863,396837,80796,40113,17795,1682,7640
Florida 4th,Republican,78.97572206,8.959558663,6.21907792,4.043039157,0.301193829,1.501408368,,,,,,,703676,539580,68319,48895,29091,2060,15731,548152,432907,49112,34090,22162,1651,8230
Florida 5th,Democratic,46.71510748,43.14335453,6.010634272,2.382114744,0.341924008,1.406864971,,,,,,,693320,298405,317227,45553,15790,2241,14104,528480,246880,228004,31765,12589,1807,7435
Florida 6th,Republican,79.47091935,8.903556034,8.771339043,1.513583258,0.28481596,1.055786354,,,,,,,699410,534141,68545,72835,10704,1958,11227,564224,448394,50236,49490,8540,1607,5957
Florida 7th,Democratic,66.75088382,8.947145677,18.6874528,3.867665354,0.226565436,1.52028691,,,,,,,695696,445353,65935,141621,26859,1565,14363,548186,365919,49047,102442,21202,1242,8334
Florida 8th,Republican,80.40376836,8.337168428,7.653476924,1.97389509,0.295108329,1.336582868,27.8,230,28.9,279,50070,280,695476,538048,65465,62145,13601,2035,14182,558439,449006,46558,42740,11023,1648,7464
Florida 9th,Democratic,52.37896614,10.7181781,32.22181002,2.989925939,0.238156107,1.452963688,,,,,,,693475,334024,79271,244747,20291,1544,13598,520247,272500,55761,167633,15555,1239,7559
Georgia 10th,Republican,69.18460819,23.6462278,3.969242558,2.039201492,0.191752708,0.96896725,25,284,28.6,284,49033,300,689234,460154,170940,32508,13979,1312,10341,519419,359358,122823,20617,10592,996,5033
Georgia 11th,Republican,71.52788066,14.61229853,9.3578207,2.823350982,0.232761242,1.445887885,41.2,65,43.9,94,69662,88,693142,477347,104934,76058,19143,1550,14110,512972,366918,74957,48003,14483,1194,7417
Georgia 12th,Republican,59.97354915,32.46196968,4.504152437,1.732395939,0.244102461,1.08383033,20.8,356,24.2,356,42336,384,693660,396283,236068,36902,11267,1602,11538,519454,311535,168625,23397,8999,1268,5630
Georgia 13th,Democratic,34.66163612,52.43147639,8.608449858,2.619309667,0.230882634,1.448245333,29.3,205,27,311,52761,232,687435,208589,375818,70119,17075,1500,14334,492458,170694,258203,42393,12899,1137,7132
Georgia 14th,Republican,81.98838911,7.841966189,8.113672754,0.910993016,0.238700995,0.906277934,17,410,18.2,423,46378,343,693048,547012,56855,71008,6384,1583,10206,509005,417325,39916,41299,4637,1215,4613
Georgia 1st,Republican,63.66764796,28.07097703,4.936543648,1.753797452,0.299978986,1.27105492,24.3,294,27.7,298,45796,347,691918,419688,205123,39664,11689,1980,13774,518703,330246,145605,25606,9097,1556,6593
Georgia 2nd,Democratic,45.00923175,48.64762651,4.033653212,1.131277007,0.25581251,0.922399013,17.9,403,23,377,35347,425,690937,288405,352193,31536,7553,1677,9573,515612,232073,250833,20798,5833,1319,4756
Georgia 3rd,Republican,71.02255205,21.72227254,4.344182961,1.628123042,0.251181718,1.031687689,25.8,267,27.3,306,52584,233,697477,477844,158870,35149,11679,1692,12243,515563,366166,111992,22397,8394,1295,5319
Georgia 4th,Democratic,31.13732663,54.66086901,7.96767385,4.512489288,0.190235503,1.531405719,30.5,179,37.6,154,50668,268,692084,190587,392460,63141,30367,1350,14179,504112,156967,275552,40166,22748,959,7720
Georgia 5th,Democratic,31.35964709,55.99448859,6.882036258,4.022253047,0.199825546,1.541749464,40.6,72,70.1,8,48017,313,689901,192780,403808,54552,25155,1324,12282,539971,169333,302354,37161,21719,1079,8325
Georgia 6th,Republican,64.91051938,12.07666195,11.99492254,9.21366683,0.148861899,1.655367395,59.5,6,64.8,13,83844,33,692704,433874,84022,92523,65757,1088,15440,519945,337499,62792,62367,47906,774,8607
Georgia 7th,Republican,52.85797805,16.70121343,16.92443867,11.84402034,0.1845901,1.487759407,40,76,46.4,77,69201,89,691120,342977,121398,131041,79630,1277,14797,489192,258577,81701,82793,57940,903,7278
Georgia 8th,Republican,64.63174082,27.96385703,4.864270659,1.363572258,0.256563327,0.919995904,19.9,374,22.8,379,42582,377,691161,427469,203187,39682,9300,1684,9839,517611,334541,144744,25178,7058,1328,4762
Georgia 9th,Republican,82.60777959,6.291899388,8.969246328,1.064579646,0.249193616,0.81730143,23,322,25.3,338,48837,302,693832,550911,45124,79806,7866,1660,8465,522084,431282,32849,46827,5558,1301,4267
Hawaii 1st,Democratic,18.27001605,1.788734045,5.6623711,60.98736631,0.154037628,13.13747486,34.3,126,50.4,52,77156,56,678064,111982,12047,46905,395455,997,110678,537531,98207,9615,30437,327826,828,70618
Hawaii 2nd,Democratic,33.0132652,1.165233008,8.697721562,38.0461006,0.288080593,18.78959904,28.3,225,41.7,112,70420,83,682237,197361,7857,73937,246061,1826,155195,518952,171323,6047,45137,197441,1495,97509
Idaho 1st,Republican,87.88688028,0.371699071,7.934305164,1.202596994,1.158847103,1.445671386,24.7,287,26.2,323,48216,310,784103,668447,3355,78672,9079,9123,15427,571430,502212,2124,45339,6872,6622,8261
Idaho 2nd,Republican,85.40541017,0.623192495,10.13031671,1.56186076,1.051350779,1.227869084,27.4,236,29.5,265,48363,308,783479,647796,5520,97229,11603,8433,12898,567080,484317,3534,57447,8857,5962,6963
Illinois 10th,Democratic,64.94617799,6.262284217,18.09684153,9.281154297,0.137316594,1.276225374,44.3,44,51.8,47,77031,58,712264,433867,46852,152652,64843,1002,13048,525064,341009,32881,95020,48732,721,6701
